t,Q,T,COD,NH4,TN,TSS,TP,Qintr,Qr,Qw,Quprimary,Quthickener,Qodewatering,Qmetal,DO5,DO6,DO6ref,DO7,Qo,CODo,NH4o,TNo,TSSo,TPo,EQI,SC,AE,PE,ME,OCI,EQI_original
270.265625,12964.81925,12.14922525,346.92389249999997,9.010763,23.174326,185.5050525,6.8273513999999995,40055.491,15322.432,480.08452,140.18842,27.6362605,178.36914000000002,0.097894926,0.6774198625,2.0784564249999997,2.067829,1.552103475,12941.13425,41.4711995,0.3914518775,9.9030457,11.368682249999999,0.833857035,6509.0913,12555.301,3022.78035,639.3828575,6472.6833750000005,16626.4765,4031.115559826887
270.3072925,17818.29525,12.101769749999999,360.95669499999997,20.70753475,33.943571750000004,157.95346999999998,8.391837175,40055.491,15322.432,480.08452,140.18842,27.633326500000003,177.6723825,0.097894926,0.7183074825,2.0703053750000002,2.067829,1.50238855,17774.344,42.23511575,0.3415057175,9.817420075000001,11.9845425,0.8932956925,6663.656875000001,12493.1475,2910.1723,639.3769275,6468.6389,16455.75375,5675.784136075465
270.3489575,26210.67075,12.08708275,541.580065,40.22793,58.38091475,208.47545,12.0265035,40055.491,15322.432,480.08452,140.18842,27.63640925,179.55579,0.097894926,0.726556655,2.0548336000000003,2.067829,1.5144921,26145.9875,44.50030825,0.2763752,9.785737574999999,14.13359425,1.0747761625,7231.80515,12615.00475,2992.670175,639.3923649999999,6455.047725,16673.71525,9085.269286894578
270.390625,35706.958,12.106379,777.0256850000001,43.984393,72.3088695,378.08917,12.29691575,40055.491,15322.432,480.08452,140.18842,27.64824575,182.7663225,0.097894926,0.7121261999999999,2.021305625,2.067829,1.626543525,35663.8345,48.24300225,0.22160395500000002,9.82053965,17.83360275,1.40138205,8274.882275,12839.45,3519.59135,639.41947,6413.568675,17466.58775,14135.153851769513
270.4322925,34643.789000000004,12.15855825,907.56924,40.53040925,75.03249725,486.59539,13.150138,40055.491,15322.432,480.08452,140.18842,27.669406,185.6403,0.097894926,0.79661045,2.005933975,2.067829,1.652484425,34647.728,49.212696,0.2307256875,9.751173525,18.74381825,1.539668275,8647.716425,13055.98275,4555.7523249999995,639.4450025,6360.4078,18772.4675,14340.945174627996
270.4739575,27895.9215,12.2402795,962.822975,36.4854575,73.70449625,536.7848225,14.12251375,40055.491,15322.432,480.08452,140.18842,27.69647875,187.719175,0.097894926,0.9436520825,2.03984875,2.067829,1.433683625,27917.43925,47.39074975,0.3331567775,9.766221125000001,16.84799975,1.396519275,8205.845949999999,13223.6885,5334.267675,639.4648824999999,6334.285275,19744.83125,10981.981549115262
270.515625,21179.3015,12.346188999999999,1012.5090749999999,33.762864,73.34302825,580.934315,14.3573185,40055.491,15322.432,480.08452,140.18842,27.72181375,188.7529625,0.097894926,1.0744726,2.06569275,2.067829,1.2521102000000002,21186.83025,44.91722475,0.54098838,10.05858065,14.315549749999999,1.16795115,7622.497725,13314.93825,5539.666424999999,639.4761925,6332.639925,20043.1365,7734.811957256357
270.5572925,19329.6285,12.469283,984.77991,28.15318525,66.95028375,578.1202025,13.03538075,40055.491,15322.432,480.08452,140.18842,27.73926875,189.00474,0.097894926,1.092679125,2.07743835,2.067829,1.1735091500000001,19315.944499999998,43.413102,0.863355065,10.68903675,12.81742825,1.0093645425,7405.63805,13348.4015,5459.603725,639.4803025,6331.9272,19997.2535,6845.313626818964
270.5989575,19743.88075,12.601388,911.48936,21.18677175,57.27358825,540.7927325,12.720959,40055.491,15322.432,480.08452,140.18842,27.74951325,188.7155025,0.097894926,0.96779605,2.08608735,2.067829,1.0911051250000001,19728.03875,42.9674015,1.317463,11.664196,12.44513875,0.9292157125,7590.62575,13343.83675,5206.628775,639.4792150000001,6330.627350000001,19741.01325,7165.38817299778
270.640625,20031.254249999998,12.733717,867.6764875,18.8531625,53.11057125,511.2828175,12.3843625,40055.491,15322.432,480.08452,140.18842,27.757450249999998,187.8313175,0.097894926,0.81825117,2.0832248,2.067829,0.9746520975,20007.084749999998,42.86154025,1.807927475,12.7375395,12.42786275,0.88842154,7928.853825,13295.906500000001,4879.095275,639.4730925,6337.321525,19358.84875,7594.930476459569
270.6822925,23321.8285,12.857467,770.7606125,22.676264500000002,52.55386925,428.77394749999996,10.70417925,40055.491,15322.432,480.08452,140.18842,27.766763,186.6915575,0.097894926,0.7626876675,2.06728735,2.067829,0.9348008274999999,23291.8325,43.4634225,2.205560975,13.70771375,13.1368695,0.8992502075,8387.33235,13229.832750000001,4779.642425,639.465095,6344.707275,19185.92875,9353.216644740123
270.7239575,25521.30875,12.96441925,749.00767,31.8721365,60.268299999999996,392.8354425,11.3776505,40055.491,15322.432,480.08452,140.18842,27.77711575,186.26356,0.097894926,0.75930438,2.06304065,2.067829,0.97241992,25495.4845,44.4210915,2.3602153,14.2165195,14.17693225,0.9384471125,8741.83375,13212.51725,4835.113275,639.4629125,6362.250375,19206.5385,10667.133284819833
270.765625,27843.1345,13.04750125,739.35425,34.25904,62.47898225,383.136285,11.8538695,40055.491,15322.432,480.08452,140.18842,27.78571125,186.5588325,0.097894926,0.7845619175,2.0575235,2.067829,1.0801309,27815.2445,45.319131999999996,2.23903965,14.081094,15.100327,0.979992805,8842.150925,13244.8465,4962.09655,639.4663075,6381.65205,19346.453,11769.28267342192
270.8072925,29860.37375,13.10126625,716.2827075,31.3384625,58.955228,377.79504,11.70579,40055.491,15322.432,480.08452,140.18842,27.79084225,187.358755,0.097894926,0.85699367,2.050422525,2.067829,1.256518875,29839.73975,46.23593,1.9167448,13.47339025,16.0023775,1.024345275,8765.243999999999,13313.413,5220.9561,639.4733200000001,6398.441425,19657.0965,12515.845014860688
270.8489575,28938.20775,13.1222655,713.006345,27.96933075,55.60884575,380.2528525,12.8707005,40055.491,15322.432,480.08452,140.18842,27.793832000000002,188.0655775,0.097894926,0.9563034675,2.057122625,2.067829,1.364134675,28932.538249999998,46.4241165,1.5561672,12.70616325,16.12171575,1.030461525,8482.333875,13375.2675,5482.207675,639.4793375,6416.661425,19961.98875,11747.677554866985
